# Time in s;Static pressure in hPa;Temperature in C;Differential pressure voltage as digital value in -
2.677093999999999951e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.510000000000000000e+02
2.681304400000000143e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.500000000000000000e+02
2.685513200000000111e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.500000000000000000e+02
2.689723599999999948e+01;1.010140014648437500e+03;2.639999961853027344e+01;1.510000000000000000e+02
2.693932399999999916e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.500000000000000000e+02
2.698141199999999884e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.490000000000000000e+02
2.702350799999999964e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.470000000000000000e+02
2.706561200000000156e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.490000000000000000e+02
2.710770399999999825e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.520000000000000000e+02
2.714980800000000016e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.520000000000000000e+02
2.719191999999999965e+01;1.010140014648437500e+03;2.639999961853027344e+01;1.500000000000000000e+02
2.723402400000000156e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.490000000000000000e+02
2.727610800000000069e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.520000000000000000e+02
2.731819600000000037e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.520000000000000000e+02
2.736028800000000061e+01;1.010130004882812500e+03;2.639999961853027344e+01;1.520000000000000000e+02
2.740238400000000141e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.744449200000000033e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.530000000000000000e+02
2.748658400000000057e+01;1.010210021972656250e+03;2.650000000000000000e+01;1.510000000000000000e+02
2.752868399999999838e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.510000000000000000e+02
2.757078399999999974e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.550000000000000000e+02
2.761288400000000109e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.530000000000000000e+02
2.765496800000000022e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.520000000000000000e+02
2.769706000000000046e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.773912800000000090e+01;1.010140014648437500e+03;2.639999961853027344e+01;1.540000000000000000e+02
2.778124400000000094e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.530000000000000000e+02
2.782334399999999874e+01;1.010090026855468750e+03;2.639999961853027344e+01;1.530000000000000000e+02
2.786544800000000066e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.790756000000000014e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.520000000000000000e+02
2.794966399999999851e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.520000000000000000e+02
2.799177200000000099e+01;1.010140014648437500e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.803387199999999879e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.560000000000000000e+02
2.807596399999999903e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.560000000000000000e+02
2.811805199999999871e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.530000000000000000e+02
2.816015200000000007e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.540000000000000000e+02
2.820225999999999900e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.540000000000000000e+02
2.824435199999999924e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.550000000000000000e+02
2.828647199999999984e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.832856400000000008e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.540000000000000000e+02
2.837066000000000088e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.550000000000000000e+02
2.841275200000000112e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.560000000000000000e+02
2.845484000000000080e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.570000000000000000e+02
2.849693200000000104e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.540000000000000000e+02
2.853903599999999940e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.540000000000000000e+02
2.858114000000000132e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.550000000000000000e+02
2.862323200000000156e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.550000000000000000e+02
2.866534400000000105e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.570000000000000000e+02
2.870743999999999829e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.570000000000000000e+02
2.874952400000000097e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.879163199999999989e+01;1.010190002441406250e+03;2.650000000000000000e+01;1.520000000000000000e+02
2.883371599999999901e+01;1.010109985351562500e+03;2.650000000000000000e+01;1.530000000000000000e+02
2.887580399999999869e+01;1.010119995117187500e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.891791200000000117e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.540000000000000000e+02
2.896002000000000010e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.520000000000000000e+02
2.900210799999999978e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.530000000000000000e+02
2.904421999999999926e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.550000000000000000e+02
2.908632000000000062e+01;1.010210021972656250e+03;2.650000000000000000e+01;1.540000000000000000e+02
2.912841999999999842e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.550000000000000000e+02
2.917051199999999866e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.560000000000000000e+02
2.921259600000000134e+01;1.010219970703125000e+03;2.650000000000000000e+01;1.560000000000000000e+02
2.925468400000000102e+01;1.010190002441406250e+03;2.650000000000000000e+01;1.550000000000000000e+02
2.929677999999999827e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.550000000000000000e+02
2.933888400000000019e+01;1.010219970703125000e+03;2.650000000000000000e+01;1.550000000000000000e+02
2.938098799999999855e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.540000000000000000e+02
2.942308399999999935e+01;1.010140014648437500e+03;2.639999961853027344e+01;1.540000000000000000e+02
2.946517599999999959e+01;1.010140014648437500e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.950728000000000151e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.954937999999999931e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.560000000000000000e+02
2.959148400000000123e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.540000000000000000e+02
2.963357999999999848e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.560000000000000000e+02
2.967567999999999984e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.570000000000000000e+02
2.971778400000000175e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.560000000000000000e+02
2.975986800000000088e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.560000000000000000e+02
2.980195600000000056e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.560000000000000000e+02
2.984405999999999892e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.560000000000000000e+02
2.988615199999999916e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.992824799999999996e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.997035599999999889e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.001244399999999857e+01;1.010190002441406250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.005454800000000048e+01;1.010140014648437500e+03;2.639999961853027344e+01;1.540000000000000000e+02
3.009665599999999941e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.013874799999999965e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.018086800000000025e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.530000000000000000e+02
3.022296400000000105e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.026505200000000073e+01;1.010130004882812500e+03;2.650000000000000000e+01;1.520000000000000000e+02
3.030715199999999854e+01;1.010140014648437500e+03;2.639999961853027344e+01;1.530000000000000000e+02
3.034925199999999990e+01;1.010130004882812500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.039133599999999902e+01;1.010090026855468750e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.043343199999999982e+01;1.010099975585937500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.047552800000000062e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.051762799999999842e+01;1.010190002441406250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.055971999999999866e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.060182800000000114e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.520000000000000000e+02
3.064393199999999950e+01;1.010130004882812500e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.068602800000000030e+01;1.010090026855468750e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.072811599999999999e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.077021200000000078e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.081231599999999915e+01;1.010190002441406250e+03;2.650000000000000000e+01;1.510000000000000000e+02
3.085442000000000107e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.520000000000000000e+02
3.089652399999999943e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.510000000000000000e+02
3.093863599999999892e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.510000000000000000e+02
3.098074400000000139e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.520000000000000000e+02
3.102283200000000107e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.520000000000000000e+02
3.106493199999999888e+01;1.010130004882812500e+03;2.639999961853027344e+01;1.520000000000000000e+02
3.110701600000000155e+01;1.010210021972656250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.114909600000000012e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.119119600000000148e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.123329999999999984e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.127538799999999952e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.131748400000000032e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.135958400000000168e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.560000000000000000e+02
3.140168800000000005e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.570000000000000000e+02
3.144378400000000084e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.560000000000000000e+02
3.148588399999999865e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.570000000000000000e+02
3.152796400000000077e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.157006399999999857e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.161215999999999937e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.165427599999999941e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.169638799999999890e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.173848399999999970e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.520000000000000000e+02
3.178058000000000050e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.520000000000000000e+02
3.182266800000000018e+01;1.010190002441406250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.186475199999999930e+01;1.010190002441406250e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.190684399999999954e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.530000000000000000e+02
3.194895199999999846e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.199105600000000038e+01;1.010190002441406250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.203315200000000118e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.530000000000000000e+02
3.207526800000000122e+01;1.010140014648437500e+03;2.639999961853027344e+01;1.540000000000000000e+02
3.211737600000000015e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.550000000000000000e+02
3.215945599999999871e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.220154800000000250e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.224363199999999807e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.228572400000000187e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.550000000000000000e+02
3.232783599999999780e+01;1.010219970703125000e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.236994800000000083e+01;1.010190002441406250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.241203999999999752e+01;1.010109985351562500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.245415200000000056e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.249625999999999948e+01;1.010140014648437500e+03;2.639999961853027344e+01;1.570000000000000000e+02
3.253834799999999916e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.258044399999999996e+01;1.010119995117187500e+03;2.639999961853027344e+01;1.560000000000000000e+02
3.262252800000000263e+01;1.010119995117187500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.266461600000000232e+01;1.010099975585937500e+03;2.650000000000000000e+01;1.570000000000000000e+02
3.270672400000000124e+01;1.010109985351562500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.274881599999999793e+01;1.010119995117187500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.279091199999999873e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.283303599999999989e+01;1.010109985351562500e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.287513599999999769e+01;1.010080017089843750e+03;2.639999961853027344e+01;1.560000000000000000e+02
3.291723600000000260e+01;1.010119995117187500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.295932400000000229e+01;1.010190002441406250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.300139999999999674e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.530000000000000000e+02
3.304349200000000053e+01;1.010109985351562500e+03;2.650000000000000000e+01;1.520000000000000000e+02
3.308559999999999945e+01;1.010119995117187500e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.312769999999999726e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.316980000000000217e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.321190800000000110e+01;1.010090026855468750e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.325398799999999966e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.329608000000000345e+01;1.010130004882812500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.333817599999999715e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.338026399999999683e+01;1.010119995117187500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.342234799999999950e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.346446000000000254e+01;1.010210021972656250e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.350656000000000034e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.354866400000000226e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.359076799999999707e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.570000000000000000e+02
3.363288000000000011e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.367497199999999680e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.590000000000000000e+02
3.371706799999999760e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.570000000000000000e+02
3.375915599999999728e+01;1.010119995117187500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.380122800000000183e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.384332400000000263e+01;1.010239990234375000e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.388543599999999856e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.392754000000000048e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.396962800000000016e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.580000000000000000e+02
3.401171999999999684e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.405383199999999988e+01;1.010210021972656250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.409592800000000068e+01;1.010130004882812500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.413801999999999737e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.418010799999999705e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.422220399999999785e+01;1.010109985351562500e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.426431600000000088e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.430642000000000280e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.434852399999999761e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.439062400000000252e+01;1.010119995117187500e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.443272000000000332e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.447483199999999925e+01;1.010280029296875000e+03;2.650000000000000000e+01;1.570000000000000000e+02
3.451691999999999894e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.455900400000000161e+01;1.010210021972656250e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.460110800000000353e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.464321600000000245e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.468530799999999914e+01;1.010130004882812500e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.472740799999999695e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.476950399999999775e+01;1.010229980468750000e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.481160400000000266e+01;1.010229980468750000e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.485370799999999747e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.489580000000000126e+01;1.010229980468750000e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.493788800000000094e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.520000000000000000e+02
3.497998799999999875e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.502208000000000254e+01;1.010190002441406250e+03;2.650000000000000000e+01;1.510000000000000000e+02
3.506418000000000035e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.510627199999999704e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.514836799999999783e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.519046000000000163e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.550000000000000000e+02
3.523255600000000243e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.527464799999999912e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.531672799999999768e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.535880800000000335e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.540090399999999704e+01;1.010260009765625000e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.544298799999999972e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.548507599999999940e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.552718000000000131e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.556926800000000100e+01;1.010229980468750000e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.561135999999999768e+01;1.010229980468750000e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.565345200000000148e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.569554000000000116e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.573762800000000084e+01;1.010260009765625000e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.577973999999999677e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.530000000000000000e+02
3.582183599999999757e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.586393199999999837e+01;1.010229980468750000e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.590603999999999729e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.594813200000000109e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.599022399999999777e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.603232400000000268e+01;1.010099975585937500e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.607441599999999937e+01;1.010210021972656250e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.611650800000000316e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.560000000000000000e+02
3.615860399999999686e+01;1.010229980468750000e+03;2.650000000000000000e+01;1.550000000000000000e+02
3.620069999999999766e+01;1.010130004882812500e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.624280799999999658e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.628492800000000074e+01;1.010099975585937500e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.632702799999999854e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.540000000000000000e+02
3.636912399999999934e+01;1.010229980468750000e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.641121199999999902e+01;1.010239990234375000e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.645329999999999870e+01;1.010270019531250000e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.649538799999999839e+01;1.010229980468750000e+03;2.650000000000000000e+01;1.480000000000000000e+02
3.653748800000000330e+01;1.010210021972656250e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.657960400000000334e+01;1.010239990234375000e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.662169600000000003e+01;1.010280029296875000e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.666379200000000083e+01;1.010289978027343750e+03;2.650000000000000000e+01;1.470000000000000000e+02
3.670588399999999751e+01;1.010250000000000000e+03;2.650000000000000000e+01;1.480000000000000000e+02
3.674797199999999719e+01;1.010219970703125000e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.679007200000000211e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.510000000000000000e+02
3.683217199999999991e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.530000000000000000e+02
3.687425199999999847e+01;1.010219970703125000e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.691636400000000151e+01;1.010130004882812500e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.695846399999999932e+01;1.010190002441406250e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.700056399999999712e+01;1.010229980468750000e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.704266400000000203e+01;1.010260009765625000e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.708477200000000096e+01;1.010130004882812500e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.712686399999999765e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.716897600000000068e+01;1.010210021972656250e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.721106400000000036e+01;1.010250000000000000e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.725314800000000304e+01;1.010229980468750000e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.729525600000000196e+01;1.010150024414062500e+03;2.650000000000000000e+01;1.510000000000000000e+02
3.733737200000000200e+01;1.010239990234375000e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.737946399999999869e+01;1.010169982910156250e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.742155999999999949e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.510000000000000000e+02
3.746365200000000328e+01;1.010130004882812500e+03;2.650000000000000000e+01;1.510000000000000000e+02
3.750576399999999921e+01;1.010109985351562500e+03;2.650000000000000000e+01;1.520000000000000000e+02
3.754785600000000301e+01;1.010159973144531250e+03;2.650000000000000000e+01;1.510000000000000000e+02
3.758995600000000081e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.510000000000000000e+02
3.763204000000000349e+01;1.010179992675781250e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.767413599999999718e+01;1.010080017089843750e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.771622800000000097e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.775833200000000289e+01;1.010229980468750000e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.780044399999999882e+01;1.010210021972656250e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.784254800000000074e+01;1.010130004882812500e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.788463999999999743e+01;1.010140014648437500e+03;2.650000000000000000e+01;1.490000000000000000e+02
3.792673599999999823e+01;1.010200012207031250e+03;2.650000000000000000e+01;1.500000000000000000e+02
3.796881599999999679e+01;1.010260009765625000e+03;2.650000000000000000e+01;1.500000000000000000e+02
